movieId,title,tmdbId
715,To Die For (1995),577.0
716,Home for the Holidays (1995),9089.0
717,"Juror, The (1996)",9623.0
718,In the Bleak Midwinter (1995),40154.0
719,Canadian Bacon (1994),1775.0
720,First Knight (1995),6520.0
721,Mallrats (1995),2293.0
722,Nine Months (1995),11472.0
723,Boys on the Side (1995),9382.0
724,Circle of Friends (1995),22625.0
725,Exit to Eden (1994),18395.0
726,Fluke (1995),21183.0
727,Immortal Beloved (1994),13701.0
728,Junior (1994),6280.0
729,Nell (1994),1945.0
730,"Queen Margot (Reine Margot, La) (1994)",10452.0
731,"Corrina, Corrina (1994)",10464.0
732,Dave (1993),11566.0
733,Go Fish (1994),18620.0
734,Made in America (1993),12121.0
735,Philadelphia (1993),9800.0
736,Shadowlands (1993),10445.0
737,Sirens (1994),12519.0
738,Threesome (1994),10635.0
739,Pretty Woman (1990),114.0
740,Jane Eyre (1996),47333.0
741,"Last Supper, The (1995)",12520.0
742,Ransom (1996),3595.0
743,"Crow: City of Angels, The (1996)",10546.0
744,Michael Collins (1996),1770.0
745,"Ruling Class, The (1972)",30892.0
746,Real Genius (1985),14370.0
747,Benny & Joon (1993),4104.0
748,"Saint, The (1997)",10003.0
749,"MatchMaker, The (1997)",20457.0
750,Amistad (1997),11831.0
751,Tomorrow Never Dies (1997),714.0
752,"Replacement Killers, The (1998)",11702.0
753,Burnt By the Sun (1994),50797.0
754,Red Corner (1997),9407.0
755,Jumanji (1995),8844.0
756,Father of the Bride Part II (1995),11862.0
757,Across the Sea of Time (1995),139405.0
758,Lawnmower Man 2: Beyond Cyberspace (1996),11525.0
759,Fair Game (1995),11859.0
760,Screamers (1995),9102.0
761,Nick of Time (1995),2086.0
762,Beautiful Girls (1996),9283.0
763,Happy Gilmore (1996),9614.0
764,If Lucy Fell (1996),10324.0
765,Boomerang (1992),11066.0
766,Man of the Year (1995),5757.0
767,"Addiction, The (1995)",34996.0
768,Casper (1995),8839.0
769,Congo (1995),10329.0
770,Devil in a Blue Dress (1995),8512.0
771,Johnny Mnemonic (1995),9886.0
772,Kids (1995),9344.0
773,Mute Witness (1994),48787.0
774,"Prophecy, The (1995)",11980.0
775,Something to Talk About (1995),18402.0
776,Three Wishes (1995),47939.0
777,Castle Freak (1995),18256.0
778,Don Juan DeMarco (1995),1909.0
779,Drop Zone (1994),4954.0
780,Dumb & Dumber (1994),8467.0
781,French Kiss (1995),397.0
782,Little Odessa (1994),47504.0
783,Milk Money (1994),8986.0
784,Beyond Bedlam (1993),56428.0
785,Only You (1994),9058.0
786,"Perez Family, The (1995)",63020.0
787,Roommates (1995),161495.0
788,Relative Fear (1994),92769.0
789,Swimming with Sharks (1995),20306.0
790,Tommy Boy (1995),11381.0
791,"Baby-Sitters Club, The (1995)",48287.0
792,Bullets Over Broadway (1994),11382.0
793,Crooklyn (1994),34152.0
794,It Could Happen to You (1994),10660.0
795,Richie Rich (1994),11011.0
796,Speechless (1994),15128.0
797,Timecop (1994),8831.0
798,Bad Company (1995),40480.0
799,Boys Life (1995),39953.0
800,In the Mouth of Madness (1995),2654.0
801,"Air Up There, The (1994)",46094.0
802,Hard Target (1993),2019.0
803,Heaven & Earth (1993),31642.0
804,Jimmy Hollywood (1994),31643.0
805,Manhattan Murder Mystery (1993),10440.0
806,Menace II Society (1993),9516.0
807,Poetic Justice (1993),8291.0
808,"Program, The (1993)",18133.0
809,Rising Sun (1993),7007.0
810,"Shadow, The (1994)",8850.0
811,Thirty-Two Short Films About Glenn Gould (1993),20967.0
812,Andre (1994),21352.0
813,"Celluloid Closet, The (1995)",32562.0
814,"Great Day in Harlem, A (1994)",124472.0
815,One Fine Day (1996),7300.0
816,Candyman: Farewell to the Flesh (1995),10824.0
817,Frisk (1995),40926.0
818,Girl 6 (1996),61752.0
819,Eddie (1996),11107.0
820,Space Jam (1996),2300.0
821,Mrs. Winterbourne (1996),40001.0
822,Faces (1968),753.0
823,Mulholland Falls (1996),10990.0
824,"Great White Hype, The (1996)",20759.0
825,"Arrival, The (1996)",10547.0
826,"Phantom, The (1996)",9826.0
827,Daylight (1996),11228.0
828,Alaska (1996),36344.0
829,Fled (1996),18550.0
830,Power 98 (1995),109478.0
831,Escape from L.A. (1996),10061.0
832,Bogus (1996),3587.0
833,Bulletproof (1996),10723.0
834,Halloween: The Curse of Michael Myers (1995),10987.0
835,"Gay Divorcee, The (1934)",28288.0
836,Ninotchka (1939),1859.0
837,Meet John Doe (1941),32574.0
838,In the Line of Duty 2 (1987),
839,Loch Ness (1995),51043.0
840,Last Man Standing (1996),9333.0
841,"Glimmer Man, The (1996)",9625.0
842,Pollyanna (1960),31102.0
843,"Shaggy Dog, The (1959)",15944.0
844,Freeway (1996),11229.0
845,That Thing You Do! (1996),9591.0
846,To Gillian on Her 37th Birthday (1996),30500.0
847,Looking for Richard (1996),42314.0
848,"Murder, My Sweet (1944)",1834.0
849,Days of Thunder (1990),2119.0
850,"Perfect Candidate, A (1996)",124837.0
851,Two or Three Things I Know About Her (1966),8074.0
852,"Bloody Child, The (1996)",124676.0
853,Braindead (1992),763.0
854,Bad Taste (1987),9964.0
855,Diva (1981),4485.0
856,Night on Earth (1991),339.0
857,Paris Was a Woman (1995),96288.0
858,Amityville: Dollhouse (1996),52263.0
859,April Fool's Day (1986),24913.0
860,"Believers, The (1987)",32076.0
861,Nosferatu a Venezia (1986),28198.0
862,Jingle All the Way (1996),9279.0
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",4789.0
864,My Fellow Americans (1996),17795.0
865,"Ice Storm, The (1997)",68924.0
866,Michael (1996),2928.0
867,"Whole Wide World, The (1996)",18451.0
868,Hearts and Minds (1996),55146.0
869,Fools Rush In (1997),1968.0
870,Touch (1997),61563.0
871,Vegas Vacation (1997),11419.0
872,Love Jones (1997),27322.0
873,Picture Perfect (1997),9413.0
874,Career Girls (1997),49462.0
875,She's So Lovely (1997),38295.0
876,Money Talks (1997),9416.0
877,Excess Baggage (1997),26180.0
878,That Darn Cat! (1997),20735.0
879,"Peacemaker, The (1997)",6623.0
880,Soul Food (1997),29461.0
881,Money Talks (1997),9416.0
882,Washington Square (1997),45019.0
883,Telling Lies in America (1997),63437.0
884,Year of the Horse (1997),62422.0
885,Phantoms (1998),9827.0
886,"Life Less Ordinary, A (1997)",8067.0
887,Eve's Bayou (1997),45153.0
888,One Night Stand (1997),12616.0
889,"Tango Lesson, The (1997)",34838.0
890,Mortal Kombat: Annihilation (1997),9823.0
891,Bent (1997),19601.0
892,Flubber (1997),9574.0
893,For Richer or Poorer (1997),10371.0
894,Home Alone 3 (1997),9714.0
895,Scream 2 (1997),4233.0
896,"Sweet Hereafter, The (1997)",10217.0
897,Time Tracers (1995),438108.0
898,"Postman, The (1997)",9922.0
899,"Winter Guest, The (1997)",25994.0
900,Kundun (1997),9746.0
901,Mr. Magoo (1997),9438.0
902,"Big Lebowski, The (1998)",115.0
903,Afterglow (1997),26941.0
904,Ma vie en rose (My Life in Pink) (1997),27103.0
905,Great Expectations (1998),9410.0
906,Oscar & Lucinda (1997),39780.0
907,Vermin (1998),
908,Half Baked (1998),9490.0
909,Dangerous Beauty (1998),8583.0
910,Nil By Mouth (1997),21252.0
911,Twilight (1998),26269.0
912,U.S. Marshalls (1998),11808.0
913,Love and Death on Long Island (1997),47452.0
914,Wild Things (1998),617.0
915,Primary Colors (1998),9440.0
916,Lost in Space (1998),2157.0
917,Mercury Rising (1998),8838.0
918,City of Angels (1998),795.0
919,"City of Lost Children, The (1995)",902.0
920,Two Bits (1995),40628.0
921,Farewell My Concubine (1993),10997.0
922,Dead Man (1995),922.0
923,Raise the Red Lantern (1991),10404.0
924,White Squall (1996),10534.0
925,Unforgettable (1996),2045.0
926,Down Periscope (1996),9101.0
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",4307.0
928,"Craft, The (1996)",9100.0
929,Harriet the Spy (1996),38223.0
930,Chain Reaction (1996),12123.0
931,"Island of Dr. Moreau, The (1996)",9306.0
932,First Kid (1996),12559.0
933,"Funeral, The (1996)",21612.0
934,"Preacher's Wife, The (1996)",21539.0
935,Paradise Road (1997),77223.0
936,Brassed Off (1996),9450.0
937,"Thousand Acres, A (1997)",66588.0
938,"Smile Like Yours, A (1997)",33657.0
939,Murder in the First (1995),8438.0
940,Airheads (1994),13595.0
941,With Honors (1994),16297.0
942,What's Love Got to Do with It (1993),15765.0
943,Killing Zoe (1994),507.0
944,Renaissance Man (1994),11858.0
945,Charade (1963),4808.0
946,"Fox and the Hound, The (1981)",10948.0
947,"Big Blue, The (Grand bleu, Le) (1988)",175.0
948,Booty Call (1997),21915.0
949,How to Make an American Quilt (1995),11861.0
950,Georgia (1995),97406.0
951,"Indian in the Cupboard, The (1995)",11359.0
952,Blue in the Face (1995),5894.0
953,Unstrung Heroes (1995),52856.0
954,Unzipped (1995),77350.0
955,Before Sunrise (1995),76.0
956,Nobody's Fool (1994),11593.0
957,Pushing Hands (1992),25296.0
958,To Live (Huozhe) (1994),31439.0
959,Dazed and Confused (1993),9571.0
960,Naked (1993),21450.0
961,Orlando (1993),9300.0
962,Ruby in Paradise (1993),47889.0
963,Some Folks Call It a Sling Blade (1993),27768.0
964,"Month by the Lake, A (1995)",41007.0
965,Funny Face (1957),13320.0
966,"Affair to Remember, An (1957)",8356.0
967,Little Lord Fauntleroy (1936),23114.0
968,"Inspector General, The (1949)",40206.0
969,Winnie the Pooh and the Blustery Day (1968),81310.0
970,Hear My Song (1991),54405.0
971,Mediterraneo (1991),38251.0
972,Passion Fish (1992),41768.0
973,Grateful Dead (1995),
974,Eye for an Eye (1996),17182.0
975,Fear (1996),10543.0
976,Solo (1996),29621.0
977,"Substitute, The (1996)",20762.0
978,Heaven's Prisoners (1996),36915.0
979,"Trigger Effect, The (1996)",58770.0
980,Mother Night (1996),20318.0
981,Dangerous Ground (1997),52855.0
982,Maximum Risk (1996),10861.0
983,"Rich Man's Wife, The (1996)",44465.0
984,Shadow Conspiracy (1997),38153.0
985,Blood & Wine (1997),31640.0
986,Turbulence (1997),34314.0
987,Underworld (1997),85242.0
988,"Beautician and the Beast, The (1997)",17894.0
989,Cats Don't Dance (1997),24662.0
990,Anna Karenina (1997),50512.0
991,Keys to Tulsa (1997),118991.0
992,Head Above Water (1996),11103.0
993,Hercules (1997),11970.0
994,"Last Time I Committed Suicide, The (1997)",34941.0
995,"Kiss Me, Guido (1997)",32519.0
996,"Big Green, The (1995)",26441.0
997,Stuart Saves His Family (1995),28033.0
998,Cabin Boy (1994),26391.0
999,Clean Slate (1994),18658.0
1000,Lightning Jack (1994),22317.0
1001,"Stupids, The (1996)",16299.0
1002,"Pest, The (1997)",17949.0
1003,That Darn Cat! (1997),20735.0
1004,Geronimo: An American Legend (1993),35588.0
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",1600.0
1006,Until the End of the World (Bis ans Ende der Welt) (1991),10341.0
1007,Waiting for Guffman (1996),16448.0
1008,I Shot Andy Warhol (1996),26890.0
1009,Stealing Beauty (1996),14553.0
1010,Basquiat (1996),549.0
1011,2 Days in the Valley (1996),9401.0
1012,Private Parts (1997),9403.0
1013,Anaconda (1997),9360.0
1014,Romy and Michele's High School Reunion (1997),9611.0
1015,Shiloh (1997),33660.0
1016,Con Air (1997),1701.0
1017,Trees Lounge (1996),27845.0
1018,Tie Me Up! Tie Me Down! (1990),2469.0
1019,"Die xue shuang xiong (Killer, The) (1989)",10835.0
1020,Gaslight (1944),13528.0
1021,8 1/2 (1963),422.0
1022,"Fast, Cheap & Out of Control (1997)",25099.0
1023,Fathers' Day (1997),12499.0
1024,Mrs. Dalloway (1997),38904.0
1025,Fire Down Below (1997),14289.0
1026,"Lay of the Land, The (1997)",
1027,"Shooter, The (1995)",
1028,Grumpier Old Men (1995),15602.0
1029,Jury Duty (1995),19326.0
1030,"Beverly Hillbillies, The (1993)",11041.0
1031,Lassie (1994),29918.0
1032,Little Big League (1994),31504.0
1033,Homeward Bound II: Lost in San Francisco (1996),25059.0
1034,"Quest, The (1996)",9103.0
1035,Cool Runnings (1993),864.0
1036,Drop Dead Fred (1991),10379.0
1037,Grease 2 (1982),9037.0
1038,Switchback (1997),10871.0
1039,Hamlet (1996),10549.0
1040,Two if by Sea (1996),19760.0
1041,Forget Paris (1995),10525.0
1042,Just Cause (1995),9061.0
1043,Rent-a-Kid (1995),36357.0
1044,"Paper, The (1994)",12280.0
1045,Fearless (1993),10443.0
1046,Malice (1993),2246.0
1047,Multiplicity (1996),9304.0
1048,She's the One (1996),11363.0
1049,House Arrest (1996),18862.0
1050,"Ghost and Mrs. Muir, The (1947)",22292.0
1051,"Associate, The (1996)",11112.0
1052,Dracula: Dead and Loving It (1995),12110.0
1053,Now and Then (1995),9263.0
1054,Mr. Wrong (1996),47475.0
1055,"Simple Twist of Fate, A (1994)",43535.0
1056,Cronos (1992),11655.0
1057,"Pallbearer, The (1996)",23570.0
1058,"War, The (1994)",19855.0
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),10607.0
1060,"Adventures of Pinocchio, The (1996)",18975.0
1061,"Evening Star, The (1996)",30285.0
1062,Four Days in September (1997),21253.0
1063,"Little Princess, A (1995)",19101.0
1064,Crossfire (1947),28120.0
1065,Koyaanisqatsi (1983),11314.0
1066,Balto (1995),21032.0
1067,Bottle Rocket (1996),13685.0
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",37975.0
1069,Amateur (1994),30157.0
1070,Living in Oblivion (1995),9071.0
1071,Party Girl (1995),36196.0
1072,"Pyromaniac's Love Story, A (1995)",2307.0
1073,Shallow Grave (1994),9905.0
1074,Reality Bites (1994),2788.0
1075,"Man of No Importance, A (1994)",52038.0
1076,"Pagemaster, The (1994)",15139.0
1077,Love and a .45 (1994),15477.0
1078,Oliver & Company (1988),12233.0
1079,Joe's Apartment (1996),11962.0
1080,Celestial Clockwork (1994),145079.0
1081,Curdled (1996),12241.0
1082,Female Perversions (1996),41801.0
1083,Albino Alligator (1996),8744.0
1084,Anne Frank Remembered (1995),51352.0
1085,Carried Away (1996),36447.0
1086,It's My Party (1995),33245.0
1087,Bloodsport 2 (1995),25087.0
1088,Double Team (1997),9405.0
1089,Speed 2: Cruise Control (1997),1639.0
1090,Sliver (1993),867.0
1091,Pete's Dragon (1977),11114.0
1092,Dear God (1996),38554.0
1093,Live Nude Girls (1995),26271.0
1094,"Thin Line Between Love and Hate, A (1996)",28121.0
1095,High School High (1996),9308.0
1096,Commandments (1997),16399.0
1097,"Hate (Haine, La) (1995)",406.0
1098,Flirting With Disaster (1996),2074.0
1099,"Red Firecracker, Green Firecracker (1994)",159185.0
1100,What Happened Was... (1994),83718.0
1101,Six Degrees of Separation (1993),23210.0
1102,Two Much (1996),46029.0
1103,Trust (1990),37291.0
1104,C'est arrivé près de chez vous (1992),10086.0
1105,Firestorm (1998),41417.0
1106,"Newton Boys, The (1998)",42807.0
1107,Beyond Rangoon (1995),1873.0
1108,Feast of July (1995),259209.0
1109,Death and the Maiden (1994),10531.0
1110,Tank Girl (1995),9067.0
1111,Double Happiness (1994),60855.0
1112,Cobb (1994),29973.0
1113,Mrs. Parker and the Vicious Circle (1994),23333.0
1114,Faithful (1996),47502.0
1115,Twelfth Night (1996),44705.0
1116,"Mark of Zorro, The (1940)",32093.0
1117,Surviving Picasso (1996),41843.0
1118,Up in Smoke (1978),11455.0
1119,Some Kind of Wonderful (1987),15143.0
1120,I'm Not Rappaport (1996),61536.0
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",5967.0
1122,They Made Me a Criminal (1939),26378.0
1123,"Last Time I Saw Paris, The (1954)",57575.0
1124,"Farewell to Arms, A (1932)",22649.0
1125,"Innocents, The (1961)",16372.0
1126,"Old Man and the Sea, The (1958)",11331.0
1127,"Truman Show, The (1998)",37165.0
1128,Heidi Fleiss: Hollywood Madam (1995) ,63076.0
1129,Chungking Express (1994),11104.0
1130,Jupiter's Wife (1994),290157.0
1131,Safe (1995),32646.0
1132,Feeling Minnesota (1996),12656.0
1133,Escape to Witch Mountain (1975),14821.0
1134,Get on the Bus (1996),49471.0
1135,"Doors, The (1991)",10537.0
1136,Ghosts of Mississippi (1996),31908.0
1137,Beautiful Thing (1996),10938.0
1138,Best Men (1997),19952.0
1139,Hackers (1995),10428.0
1140,"Road to Wellville, The (1994)",10467.0
1141,"War Room, The (1993)",26408.0
1142,When We Were Kings (1996),10548.0
1143,Hard Eight (1996),8052.0
1144,"Quiet Room, The (1996)",88423.0
1145,Blue Chips (1994),19819.0
1146,Calendar Girl (1993),117553.0
1147,My Family (1995),38722.0
1148,Tom & Viv (1994),46797.0
1149,Walkabout (1971),36040.0
1150,Last Dance (1996),46063.0
1151,Original Gangstas (1996),40507.0
1152,In Love and War (1996),26949.0
1153,Backbeat (1993),12635.0
1154,Alphaville (1965),8072.0
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",77056.0
1156,Cyclo (1995),36266.0
1157,"Relic, The (1997)",11015.0
1158,"Fille seule, La (A Single Girl) (1995)",102461.0
1159,Stalker (1979),1398.0
1160,Love! Valour! Compassion! (1997),64802.0
1161,Palookaville (1996),37616.0
1162,Phat Beach (1996),92381.0
1163,"Portrait of a Lady, The (1996)",36758.0
1164,Zeus and Roxanne (1997),42424.0
1165,Big Bully (1996),36929.0
1166,Love & Human Remains (1993),15730.0
1167,"Sum of Us, The (1994)",36614.0
1168,Little Buddha (1993),1689.0
1169,Fresh (1994),13815.0
1170,Spanking the Monkey (1994),17600.0
1171,Wild Reeds (1994),26933.0
1172,"Women, The (1939)",22490.0
1173,Bliss (1997),63945.0
1174,Caught (1996),47260.0
1175,Hugo Pool (1997),32332.0
1176,Welcome To Sarajevo (1997),14905.0
1177,Dunston Checks In (1996),17414.0
1178,Major Payne (1994),11008.0
1179,Man of the House (1995),40490.0
1180,I Love Trouble (1994),10879.0
1181,"Low Down Dirty Shame, A (1994)",26352.0
1182,Cops and Robbersons (1994),26261.0
1183,"Cowboy Way, The (1994)",19176.0
1184,"Endless Summer 2, The (1994)",24257.0
1185,In the Army Now (1994),12475.0
1186,"Inkwell, The (1994)",59930.0
1187,Switchblade Sisters (1975),52633.0
1188,Young Guns II (1990),9086.0
1189,Prefontaine (1997),26306.0
1190,That Old Feeling (1997),25796.0
1191,"Letter From Death Row, A (1998)",43911.0
1192,"Boys of St. Vincent, The (1993)",77840.0
1193,Before the Rain (Pred dozhdot) (1994),19155.0
1194,Once Were Warriors (1994),527.0
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),12527.0
1196,"Savage Nights (Nuits fauves, Les) (1992)",41878.0
1197,"Family Thing, A (1996)",41852.0
1198,Purple Noon (1960),10363.0
1199,Cemetery Man (Dellamorte Dellamore) (1994),21588.0
1200,Kim (1950),110465.0
1201,Marlene Dietrich: Shadow and Light (1996) ,
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",159.0
1203,Top Hat (1935),3080.0
1204,To Be or Not to Be (1942),198.0
1205,"Secret Agent, The (1996)",47199.0
1206,Amos & Andrew (1993),31000.0
1207,Jade (1995),11863.0
1208,Kiss of Death (1995),6071.0
1209,Mixed Nuts (1994),24070.0
1210,Virtuosity (1995),9271.0
1211,Blue Sky (1994),57834.0
1212,Flesh and Bone (1993),18551.0
1213,Guilty as Sin (1993),4916.0
1214,In the Realm of the Senses (Ai no corrida) (1976),5879.0
1215,Barb Wire (1996),11867.0
1216,Kissed (1996),21626.0
1217,Assassins (1995),9691.0
1218,Friday (1995),10634.0
1219,"Goofy Movie, A (1995)",15789.0
1220,Higher Learning (1995),16295.0
1221,When a Man Loves a Woman (1994),10449.0
1222,Judgment Night (1993),6.0
1223,King of the Hill (1993),34024.0
1224,"Scout, The (1994)",35233.0
1225,Angus (1995),25969.0
1226,Night Falls on Manhattan (1997),46027.0
1227,"Awfully Big Adventure, An (1995)",22279.0
1228,Under Siege 2: Dark Territory (1995),3512.0
1229,Poison Ivy II (1995),18220.0
1230,Ready to Wear (Pret-A-Porter) (1994),3586.0
1231,Marked for Death (1990),10173.0
1232,Madonna: Truth or Dare (1991),10174.0
1233,Nénette et Boni (1996),99002.0
1234,Chairman of the Board (1998),31535.0
1235,"Big Bang Theory, The (1994)",
1236,"Other Voices, Other Rooms (1997)",64562.0
1237,Twisted (1996),52537.0
1238,Full Speed (1996),
1239,Cutthroat Island (1995),1408.0
1240,Ghost in the Shell (Kokaku kidotai) (1995),9323.0
1241,"Van, The (1996)",11844.0
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",78285.0
1243,Night Flier (1997),12238.0
1244,Metro (1997),8860.0
1245,Gridlock'd (1997),12489.0
1246,Bushwhacked (1995),26258.0
1247,Bad Girls (1994),11853.0
1248,Blink (1994),26203.0
1249,For Love or Money (1993),9024.0
1250,Best of the Best 3: No Turning Back (1995),36555.0
1251,A Chef in Love (1996),105763.0
1252,"Contempt (Mépris, Le) (1963)",266.0
1253,"Tie That Binds, The (1995)",79593.0
1254,Gone Fishin' (1997),9054.0
1255,Broken English (1996),124680.0
1256,"Designated Mourner, The (1997)",125021.0
1257,"Designated Mourner, The (1997)",125021.0
1258,Trial and Error (1997),17770.0
1259,Pie in the Sky (1995),110972.0
1260,Total Eclipse (1995),36834.0
1261,"Run of the Country, The (1995)",221917.0
1262,Walking and Talking (1996),49963.0
1263,Foxfire (1996),18555.0
1264,Nothing to Lose (1994),410921.0
1265,Star Maps (1997),108401.0
1266,Bread and Chocolate (Pane e cioccolata) (1973),51242.0
1267,Clockers (1995),20649.0
1268,Bitter Moon (1992),10497.0
1269,Love in the Afternoon (1957),18299.0
1270,Life with Mikey (1993),42580.0
1271,North (1994),31586.0
1272,Talking About Sex (1994),575751.0
1273,Color of Night (1994),2124.0
1274,Robocop 3 (1993),5550.0
1275,Killer (Bulletproof Heart) (1994),85247.0
1276,Sunset Park (1996),29649.0
1277,Set It Off (1996),9400.0
1278,Selena (1997),16052.0
1279,Wild America (1997),38225.0
1280,Gang Related (1997),14398.0
1281,Manny & Lo (1996),88224.0
1282,"Grass Harp, The (1995)",46732.0
1283,Out to Sea (1997),18080.0
1284,Before and After (1996),43566.0
1285,Princess Caraboo (1994),37345.0
1286,Shall We Dance? (1937),31530.0
1287,Ed (1996),32308.0
1288,Denise Calls Up (1995),47449.0
1289,Jack and Sarah (1995),2021.0
1290,Country Life (1994),124460.0
1291,Celtic Pride (1996),23449.0
1292,"Simple Wish, A (1997)",17834.0
1293,Star Kid (1997),54007.0
1294,Ayn Rand: A Sense of Life (1997),49645.0
1295,Kicked in the Head (1997),56651.0
1296,Indian Summer (1996),
1297,Love Affair (1994),43742.0
1298,"Band Wagon, The (1953)",29376.0
1299,Penny Serenade (1941),43795.0
1300,'Til There Was You (1997),32872.0
1301,Stripes (1981),10890.0
1302,Late Bloomers (1996),201445.0
1303,"Getaway, The (1994)",2087.0
1304,New York Cop (1996),
1305,National Lampoon's Senior Trip (1995),27993.0
1306,Delta of Venus (1994),38867.0
1307,Carmen Miranda: Bananas Is My Business (1994),255546.0
1308,Babyfever (1994),188589.0
1309,"Very Natural Thing, A (1974)",44495.0
1310,"Walk in the Sun, A (1945)",43488.0
1311,Waiting to Exhale (1995),31357.0
1312,"Pompatus of Love, The (1996)",85328.0
1313,Palmetto (1998),30949.0
1314,Surviving the Game (1994),17585.0
1315,Inventing the Abbotts (1997),12723.0
1316,"Horse Whisperer, The (1998)",547.0
1317,"Journey of August King, The (1995)",61548.0
1318,Catwalk (1995),89333.0
1319,"Neon Bible, The (1995)",39428.0
1320,Homage (1995),291731.0
1321,Open Season (1996),203119.0
1322,Metisse (Café au Lait) (1993),47507.0
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",
1324,Loaded (1994),54850.0
1325,August (1996),161070.0
1326,Boys (1996),43634.0
1327,Captives (1994),37667.0
1328,Of Love and Shadows (1994),90148.0
1329,"Low Life, The (1994)",87169.0
1330,An Unforgettable Summer (1994),81949.0
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),124306.0
1333,Midnight Dancers (Sibak) (1994),183955.0
1334,Somebody to Love (1994),44535.0
1335,American Buffalo (1996),31546.0
1336,Kazaam (1996),11511.0
1337,Larger Than Life (1996),34170.0
1338,Two Deaths (1995),124645.0
1339,Stefano Quantestorie (1993),69895.0
1340,"Crude Oasis, The (1995)",525936.0
1341,Hedd Wyn (1992),151489.0
1342,"Convent, The (Convento, O) (1995)",124614.0
1343,Lotto Land (1995),124619.0
1344,"Story of Xinghua, The (1993)",297645.0
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",48144.0
1346,Dingo (1992),
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",116690.0
1348,Every Other Weekend (1990),213917.0
1349,Mille bolle blu (1993),145925.0
1350,Crows and Sparrows (1949),100914.0
1351,Lover's Knot (1996),241058.0
1352,Shadow of Angels (Schatten der Engel) (1976),10232.0
1353,1-900 (1994),101230.0
1354,Venice/Venice (1992),79782.0
1355,Infinity (1996),2033.0
1356,Ed's Next Move (1996),161806.0
1357,For the Moment (1994),37218.0
1358,The Deadly Cure (1996),603385.0
1359,Boys in Venice (1996),
1360,"Sexual Life of the Belgians, The (1994)",116356.0
1361,"Search for One-eye Jimmy, The (1996)",67365.0
1362,American Strays (1996),136311.0
1363,"Leopard Son, The (1996)",17642.0
1364,Bird of Prey (1996),146341.0
1365,Johnny 100 Pesos (1993),49688.0
1366,JLG/JLG - autoportrait de décembre (1994),104931.0
1367,Faust (1994),18919.0
1368,Mina Tannenbaum (1994),86369.0
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",199512.0
1370,I Can't Sleep (J'ai pas sommeil) (1994),64900.0
1371,"Machine, The (1994)",197537.0
1372,"Stranger, The (1994)",
1373,Good Morning (1971),243351.0
1374,Falling in Love Again (1980),66597.0
1375,"Cement Garden, The (1993)",14832.0
1376,Meet Wally Sparks (1997),40506.0
1377,Hotel de Love (1996),58911.0
1378,Rhyme & Reason (1997),90928.0
1379,Love and Other Catastrophes (1996),76996.0
1380,Hollow Reed (1996),93946.0
1381,Losing Chase (1996),109614.0
1382,"Bonheur, Le (1965)",53023.0
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",50850.0
1384,Squeeze (1996),144982.0
1385,Roseanna's Grave (For Roseanna) (1997),65889.0
1386,Tetsuo II: Body Hammer (1992),17991.0
1387,Fall (1997),37567.0
1388,Gabbeh (1996),43771.0
1389,Mondo (1996),124834.0
1390,"Innocent Sleep, The (1995)",249358.0
1391,For Ever Mozart (1996),111367.0
1392,"Locusts, The (1997)",75250.0
1393,Stag (1997),36434.0
1394,Swept from the Sea (1997),1959.0
1395,Hurricane Streets (1998),125052.0
1396,Stonewall (1995),28628.0
1397,Of Human Bondage (1934),43905.0
1398,Anna (1996),
1399,Stranger in the House (1997),191874.0
1400,Picture Bride (1995),30304.0
1401,M. Butterfly (1993),1413.0
1402,"Ciao, Professore! (1993)",23637.0
1403,Caro Diario (Dear Diary) (1994),25403.0
1404,Withnail and I (1987),13446.0
1405,Boy's Life 2 (1997),50091.0
1406,When Night Is Falling (1995),8391.0
1407,"Specialist, The (1994)",2636.0
1408,Gordy (1995),47867.0
1409,"Swan Princess, The (1994)",22586.0
1410,Harlem (1993),
1411,Barbarella (1968),8069.0
1412,Land Before Time III: The Time of the Great Giving (1995) (V),19004.0
1413,Street Fighter (1994),11667.0
1414,Coldblooded (1995),32502.0
1415,"Next Karate Kid, The (1994)",11231.0
1416,No Escape (1994),10447.0
1417,"Turning, The (1992)",24645.0
